67,13,-12
65,15,-11
63,17,-9
62,23,-5
61,23,-3
61,32,1
63,36,2
63,43,3
56,43,5
54,45,7
49,49,6
48,51,7
40,51,8
33,51,7
32,51,7
30,52,11
30,50,13
29,51,14
29,52,15
30,53,16
32,53,15
31,51,12
31,43,9
23,35,8
22,35,8
23,42,3
29,46,3
31,53,2
31,53,3
32,60,7
31,80,6
0,52,12
18,67,20
22,69,17
13,54,4
25,53,17
32,56,24
19,65,28
17,78,45
18,60,31
34,48,21
33,51,25
22,52,25
22,58,25
19,57,22
20,56,22
21,56,23
24,54,21
24,54,22
18,57,21
18,59,23
20,59,23
20,59,19
19,58,18
22,58,21
20,57,19
20,58,21
23,57,24
22,57,24
22,53,21
19,51,24
26,64,33
16,59,16
13,55,12
11,59,6
23,56,18
23,55,23
26,54,30
20,57,25
17,57,16
20,60,23
21,59,23
24,55,17
21,59,20
19,53,15
19,60,21
20,62,27
22,59,13
19,60,5
17,63,4
22,62,8
23,63,12
25,58,14
26,59,16
23,58,16
16,56,10
16,60,11
19,62,22
22,59,23
20,59,18
18,63,19
23,62,21
35,69,53
46,81,79
18,80,79
3,55,23
13,19,-16
56,10,-27
41,-2,-27
36,-3,-18
51,-1,0
61,2,-27
72,37,-48
79,59,-48
86,54,-35
69,47,-17
55,43,-28
68,55,-28
66,40,-13
18,27,-27
15,14,-31
60,9,-2
60,7,-55
46,5,-62
75,7,-31
42,28,-13
50,45,-27
103,-3,-20
35,13,-34
42,29,-22
71,27,-16
75,28,-16
73,19,-19
58,21,-22
42,-3,-17
60,15,3
64,11,0
56,9,1
51,14,5
38,17,12
43,16,13
47,13,13
51,3,14
54,1,12
72,-6,13
74,-4,14
66,-4,14
58,-5,14
63,-6,16
69,-9,15
75,-6,12
76,-3,12
66,5,12
58,9,14
57,15,15
54,20,15
54,21,16
52,24,17
54,24,17
52,26,14
60,22,14
61,21,14
60,16,12
63,13,14
68,13,18
51,14,16
47,16,16
63,23,14
62,23,13
51,28,14
46,24,9
51,23,8
58,22,8
62,19,6
64,16,2
67,11,-1
68,12,-1
66,12,0
65,11,-1
65,7,-4
71,5,-3
68,6,-3
64,5,-5
62,5,-6
55,-1,-7
52,-3,-7
58,-10,-6
65,-14,-6
58,-16,-6
58,-16,-3
67,-19,0
74,-20,3
62,-19,8
59,-19,9
55,-17,10
52,-20,11
54,-26,12
51,-26,14
44,-27,18
43,-29,23
48,-28,25
41,-32,31
38,-25,50
56,-23,60
47,-21,62
20,-22,56
11,-12,64
22,-25,63
27,-33,62
39,-19,72
44,-14,74
8,-4,61
-3,-5,53
9,-3,65
12,7,68
-2,-2,65
-6,-6,60
11,-14,64
13,-19,58
29,-27,54
31,-31,54
24,-35,52
33,-34,55
35,-35,56
28,-36,53
26,-37,50
30,-36,49
37,-29,46
35,-28,43
40,-26,43
42,-22,44
40,-16,44
38,-10,42
37,-8,41
36,-5,41
35,-5,41
36,-7,39
38,-10,42
39,-13,42
41,-13,42
41,-14,42
43,-18,40
48,-22,40
48,-25,39
53,-32,38
51,-35,41
44,-38,44
38,-40,45
36,-41,44
37,-45,44
37,-45,45
34,-47,46
34,-48,48
33,-47,49
32,-44,47
33,-41,46
31,-38,43
27,-34,42
28,-33,41
29,-28,41
29,-28,41
27,-26,44
24,-23,45
23,-20,46
23,-13,47
32,-9,48
35,1,53
38,4,55
44,7,58
44,11,59
43,7,56
37,-7,50
43,-17,44
45,-15,44
42,-19,42
41,-22,43
45,-28,46
43,-35,46
39,-36,45
34,-36,44
33,-36,45
34,-36,47
36,-30,49
35,-28,49
33,-26,50
32,-25,51
28,-23,53
22,-22,53
20,-22,54
18,-20,55
17,-19,55
21,-18,53
31,-17,53
30,-15,52
28,-11,50
29,-9,49
37,-10,45
44,-9,51
39,-8,48
37,-6,40
43,-5,40
55,-3,43
56,-7,34
58,-9,29
52,-7,25
51,-8,23
62,-2,23
58,-2,10
65,-6,8
73,-7,-2
78,-2,4
60,-9,9
77,-11,8
59,-14,0
58,-15,5
61,-13,4
59,-18,4
61,-22,-3
58,-25,0
55,-20,7
58,-20,4
63,-26,-1
60,-25,5
58,-22,2
58,-20,-2
57,-23,0
54,-24,3
58,-24,1
56,-24,2
58,-23,3
56,-22,3
58,-23,2
60,-25,0
59,-24,0
57,-24,3
57,-23,3
57,-21,4
59,-21,5
59,-21,6
58,-21,5
58,-20,5
59,-21,5
63,-21,5
63,-22,5
57,-22,7
55,-21,7
73,-13,10
103,-4,21
93,8,27
51,21,24
54,19,25
82,12,50
60,-12,17
-25,-33,0
-7,-8,31
-12,-27,30
40,-27,44
52,-26,61
42,-23,80
26,-38,53
66,-32,61
1,-29,38
0,-24,41
16,-13,59
64,-20,42
72,-31,46
19,-21,49
6,-26,54
30,-32,48
42,-30,55
21,-26,48
33,-16,51
47,1,67
35,5,77
48,-5,60
53,-5,53
34,2,62
45,5,58
33,-14,47
21,-5,47
20,-10,50
32,-21,50
39,-24,56
46,-31,53
21,-26,49
24,-27,45
47,-30,56
35,-22,58
23,-23,46
25,-36,45
41,-30,56
32,-22,54
21,-22,51
11,-14,58
12,-5,70
9,-1,72
4,2,66
0,1,64
0,-2,62
9,1,59
6,1,54
14,4,53
22,6,57
20,11,55
22,9,58
22,7,62
18,5,65
15,2,67
15,-2,70
1,-2,68
4,1,68
9,0,62
6,1,62
10,-2,59
8,-2,64
4,0,66
12,1,66
12,0,63
11,2,64
12,1,56
10,-4,50
-15,-11,73
-14,-6,71
-1,-6,56
8,-1,52
27,2,59
18,0,55
28,2,61
27,0,69
3,-5,63
12,-6,66
9,-3,63
14,-1,59
36,6,61
26,2,55
18,-3,57
3,-12,59
-14,-14,49
21,-6,72
-4,-3,69
13,-1,74
9,-9,61
-1,-12,60
10,-6,64
14,1,62
11,2,60
15,5,57
21,9,63
13,13,63
17,4,54
16,2,52
23,1,55
24,-5,62
13,-9,63
24,-7,59
32,-6,67
19,1,63
22,3,57
24,2,63
22,2,64
19,2,61
16,3,58
19,5,57
31,5,66
16,0,53
8,-5,51
12,-10,66
12,-10,47
38,-5,65
11,0,58
18,-1,56
22,-4,58
22,-4,62
18,-3,59
23,-4,59
23,-4,59
22,-4,61
23,-2,63
27,2,65
16,0,57
19,0,57
25,-4,59
23,-4,61
21,-5,63
13,-5,58
12,-6,58
12,-7,59
10,-5,61
40,4,85
-6,24,95
-2,34,106
-26,26,95
-39,18,83
-30,6,54
-18,11,50
-12,-2,42
2,-16,24
2,-10,10
54,5,25
84,17,36
70,29,39
74,30,25
74,29,41
64,22,58
56,14,62
44,14,59
39,15,65
43,19,71
34,10,77
34,20,54
21,21,53
48,14,46
69,20,50
11,11,64
26,17,54
19,12,35
27,17,40
52,17,27
51,7,11
64,-1,-4
77,-8,-5
89,-21,-5
81,-23,-13
88,-29,-32
78,-32,-24
71,-36,-19
34,-30,-16
33,-26,0
62,-45,-1
62,-39,5
44,-11,39
48,-49,3
42,-51,3
44,-42,8
29,-44,10
9,-25,29
40,-26,36
23,-16,42
24,-16,42
43,-12,44
49,-22,42
28,-12,31
34,-12,33
42,-14,35
35,-11,32
38,-11,25
51,-20,17
63,-24,16
66,-28,8
57,-27,11
57,-24,9
72,-24,7
78,-20,17
59,-12,19
72,-8,24
79,-15,25
47,-14,14
58,-16,17
55,-17,12
53,-15,16
63,-18,21
53,-12,18
52,-9,16
56,-18,8
58,-21,9
65,-20,8
66,-16,7
60,-15,9
60,-9,21
62,-10,18
64,-10,13
56,-15,13
57,-15,11
62,-14,11
66,-17,10
58,-15,10
60,-16,7
58,-17,9
60,-16,13
59,-15,10
59,-15,9
59,-15,13
58,-14,13
63,-17,11
62,-16,9
53,-16,8
59,-12,16
60,-11,17
58,-13,15
55,-13,15
64,-14,11
64,-15,9
61,-15,9
54,-15,12
60,-15,14
57,-14,10
61,-14,10
61,-15,10
60,-14,11
62,-14,11
60,-13,10
59,-15,10
61,-14,10
61,-14,9
59,-13,9
60,-13,11
59,-14,11
61,-13,10
59,-14,10
61,-14,10
61,-14,9
60,-14,11
61,-15,9
59,-16,7
60,-14,9
63,-16,7
59,-13,7
56,-10,11
62,-15,10
62,-14,9
60,-13,12
53,-10,18
60,-13,16
62,-13,12
58,-13,11
57,-14,12
61,-10,13
66,-14,11
58,-14,8
58,-12,13
59,-12,14
62,-15,12
62,-11,14
57,-19,5
62,-19,6
56,-11,12
58,-19,9
59,-14,12
62,-14,13
61,-11,16
59,-15,13
61,-12,12
63,-13,9
60,-14,11
65,-13,13
55,-16,11
55,-9,9
66,-19,6
61,-15,9
57,-11,14
63,-13,12
66,-16,7
63,-17,10
60,-10,13
61,-12,15
62,-9,16
56,-7,14
60,-13,12
66,-14,14
64,-14,11
57,-14,11
55,-12,16
59,-14,12
61,-15,11
61,-13,14
59,-17,13
58,-17,11
56,-13,14
59,-15,11
63,-16,12
59,-12,13
60,-13,13
60,-16,12
59,-13,13
58,-12,13
60,-16,11
61,-15,11
59,-13,12
60,-15,11
62,-14,11
61,-10,13
62,-14,10
61,-14,10
58,-13,13
60,-13,14
63,-14,8
54,-13,10
60,-14,11
59,-12,15
59,-12,14
62,-15,13
60,-14,11
56,-15,9
59,-14,10
61,-15,10
60,-15,14
60,-13,14
60,-15,11
54,-10,14
55,-12,14
61,-15,12
61,-14,11
60,-14,13
59,-13,13
58,-14,12
60,-15,9
60,-15,9
56,-14,9
64,-15,9
64,-15,6
61,-14,6
64,-15,8
57,-13,9
62,-14,12
61,-14,10
59,-14,7
61,-14,9
58,-14,9
60,-14,9
61,-16,8
60,-13,11
58,-14,9
61,-15,10
60,-14,9
59,-14,9
61,-15,9
59,-16,8
59,-14,10
61,-15,10
61,-15,10
58,-15,8
60,-16,8
60,-15,7
55,-14,9
57,-14,6
63,-17,8
59,-14,8
59,-15,8
61,-15,10
59,-16,8
61,-15,8
62,-14,9
57,-16,8
60,-14,10
58,-15,11
63,-15,11
60,-13,10
59,-17,8
57,-14,10
60,-16,9
59,-13,11
57,-14,10
62,-17,6
63,-16,6
58,-13,5
58,-17,6
55,-17,5
64,-13,12
60,-16,5
59,-15,6
60,-11,14
60,-14,12
59,-15,9
57,-14,11
58,-16,10
61,-14,11
60,-13,11
59,-13,11
60,-14,11
58,-13,12
62,-15,10
58,-13,11
60,-14,13
60,-17,7
62,-16,8
60,-15,12
56,-9,11
65,-17,11
56,-13,10
55,-13,11
57,-13,14
58,-13,10
63,-17,8
59,-12,8
61,-15,9
59,-13,9
63,-16,10
61,-16,8
55,-11,9
52,-11,11
67,-17,8
70,-16,9
59,-13,10
59,-15,5
55,-11,5
67,-18,9
64,-15,11
54,-13,13
60,-13,10
64,-15,8
58,-14,7
56,-12,8
62,-17,13
53,-12,9
53,-10,9
65,-16,12
59,-15,11
63,-13,12
59,-16,7
58,-14,3
64,-18,7
67,-16,12
55,-13,8
53,-14,9
66,-17,9
62,-13,8
60,-12,11
62,-15,12
64,-13,12
58,-13,9
60,-16,8
60,-15,10
59,-15,6
60,-18,5
62,-13,13
55,-16,9
56,-18,8
62,-13,12
56,-15,7
63,-14,10
62,-15,8
62,-16,9
57,-13,11
58,-14,8
58,-15,9
62,-14,9
58,-14,8
61,-15,8
60,-16,5
62,-17,5
59,-13,7
60,-14,9
61,-15,7
59,-16,5
60,-14,9
61,-16,7
60,-17,4
63,-16,4
61,-17,3
63,-16,4
64,-17,17
66,-16,19
61,-19,15
59,-19,18
50,-15,26
52,-17,27
49,-18,34
43,-14,48
35,-11,51
17,-10,44
15,-5,62
13,-1,67
8,-5,60
5,-3,59
4,4,67
22,10,75
16,8,71
9,6,63
8,6,63
-3,8,56
6,4,60
9,5,63
15,5,61
8,5,62
4,5,64
3,6,62
-2,7,62
0,6,61
-5,8,62
-4,8,64
-7,9,64
-4,7,64
-5,8,68
-10,6,65
-6,2,65
5,0,71
0,-1,67
6,-1,64
11,0,61
12,4,50
4,3,52
4,6,52
7,11,57
5,14,60
-4,15,58
7,12,73
5,9,93
5,4,77
-8,1,59
-5,-3,52
6,0,57
10,1,66
10,-1,68
14,0,68
11,6,63
4,2,62
6,3,64
3,3,63
8,1,63
11,2,64
10,0,62
6,1,62
11,2,64
9,2,62
11,0,62
12,2,63
6,1,61
9,3,66
9,3,64
10,2,64
10,2,63
12,2,64
11,1,63
12,2,63
9,2,62
11,1,64
11,1,63
10,2,63
7,3,62
7,2,61
12,0,62
11,1,63
10,1,64
12,2,62
10,1,63
10,2,62
10,1,63
13,2,63
12,2,63
11,3,63
13,3,63
14,2,63
10,2,62
11,2,62
14,0,63
13,3,62
13,3,64
11,2,63
13,1,61
14,1,62
17,3,63
15,1,65
13,1,60
12,1,61
16,1,65
14,1,62
12,0,62
12,1,62
11,0,63
11,-1,61
16,1,64
15,-1,63
12,-1,61
12,-1,62
9,-1,62
11,1,64
12,1,63
15,1,65
15,0,63
13,-3,62
12,0,69
14,2,65
13,9,62
14,6,57
7,-5,54
8,-1,63
7,-5,61
13,-7,60
10,-7,58
18,-6,64
26,-6,63
20,-7,60
16,-3,59
15,-2,59
14,0,64
17,1,65
14,1,56
16,4,67
13,5,69
16,4,65
15,5,64
14,2,61
15,0,61
17,0,62
16,0,62
16,0,61
15,0,61
16,1,62
15,1,62
17,1,63
17,1,63
17,1,63
13,-1,60
14,0,61
15,1,62
15,0,61
16,1,62
12,1,58
12,2,62
17,4,65
18,3,64
17,3,63
12,0,57
11,-1,56
18,-1,63
15,-1,64
19,1,61
16,1,61
16,1,61
13,1,59
15,3,70
10,2,65
11,0,56
11,-2,54
15,-4,62
21,-3,64
16,3,65
12,3,60
14,2,65
11,1,62
8,1,61
17,-1,60
17,0,62
15,1,63
16,1,63
13,1,62
13,1,63
15,0,62
16,-1,63
16,1,68
16,1,62
6,2,53
10,-3,60
11,-3,60
17,1,67
17,1,69
14,2,63
12,1,60
12,0,60
14,-1,63
14,-1,63
15,0,62
14,1,61
14,0,62
14,0,62
14,0,62
14,0,62
15,0,62
15,0,62
14,0,61
14,0,62
16,0,63
14,0,61
13,0,61
15,1,63
15,1,62
13,1,62
15,1,62
14,1,62
15,1,62
14,0,61
16,1,61
12,2,64
12,2,64
14,2,62
14,1,61
16,0,61
16,0,61
17,0,63
14,1,63
16,2,65
13,2,64
23,1,71
14,0,66
6,-1,63
3,0,64
-9,0,60
-13,-1,58
-14,-2,57
-14,-3,60
-16,-4,59
-15,-4,60
-14,1,59
-15,1,55
7,0,71
-5,3,69
-13,1,62
-10,1,65
-9,1,66
-11,-1,60
-9,-1,59
-4,-2,62
-2,-3,60
1,-2,65
-1,-2,64
2,-2,64
7,0,65
4,0,63
9,-1,65
12,-1,64
12,-2,63
13,-2,63
11,-2,61
10,-2,62
9,-1,64
9,0,64
9,1,63
10,0,64
11,0,63
12,-1,63
11,-1,62
12,-1,62
12,0,63
12,0,63
11,1,63
13,1,63
11,1,64
11,1,64
12,1,64
8,3,68
8,5,69
8,3,65
9,-2,60
10,-4,58
14,-7,55
16,-9,55
21,-8,59
15,-5,60
15,-3,62
11,0,63
13,3,67
16,7,68
17,7,64
9,3,58
4,3,66
12,0,67
14,0,62
13,2,63
17,0,61
11,1,61
9,1,61
11,1,63
12,1,63
12,1,62
13,1,62
13,1,62
13,1,63
13,1,63
12,1,62
12,1,63
12,1,62
12,2,64
13,1,65
16,0,63
12,-1,62
10,-1,61
10,-2,61
10,-2,62
10,-2,62
14,-2,63
13,-1,61
12,-1,59
16,1,66
13,2,64
10,4,65
12,4,65
11,2,63
10,1,63
12,-1,61
10,-2,57
11,0,63
13,0,61
13,0,60
12,2,64
13,2,65
13,1,61
11,0,62
11,1,63
11,1,66
13,2,59
14,0,58
12,1,61
10,0,60
13,4,66
12,5,64
10,5,64
9,5,67
9,3,63
12,0,58
13,2,66
16,2,64
10,4,61
12,3,64
12,3,63
14,2,63
12,2,63
14,2,65
14,3,68
13,4,61
5,4,51
2,0,54
14,0,67
14,2,69
16,6,65
9,3,62
6,4,61
11,3,63
14,3,64
12,3,63
18,2,65
16,1,60
9,0,60
8,0,61
15,1,63
11,1,61
10,2,61
20,2,65
14,2,64
15,2,62
9,3,63
9,2,62
13,2,63
13,2,63
12,1,61
13,1,63
14,1,64
11,2,62
11,2,62
12,1,62
15,1,63
13,1,63
9,1,60
11,0,61
13,0,64
11,0,61
15,0,61
14,1,63
12,0,63
12,1,62
12,1,64
11,0,63
14,0,62
12,0,63
13,0,62
12,0,63
13,0,63
10,0,62
10,0,63
13,-1,66
13,1,65
13,2,60
4,0,50
-1,-1,54
3,1,67
23,-2,71
17,1,65
13,0,59
6,1,59
5,3,68
14,0,61
12,0,61
13,0,62
15,0,64
11,2,63
11,1,62
12,0,63
14,1,63
16,1,64
12,1,60
11,1,62
13,0,66
12,0,61
12,0,59
-1,0,55
32,5,82
24,1,70
9,5,55
5,2,53
3,-4,60
6,-4,63
11,-1,62
18,3,67
18,3,64
12,2,63
7,1,60
10,1,67
15,1,61
13,0,60
12,-1,63
13,-1,63
8,0,62
13,0,63
13,0,63
11,0,63
10,-1,63
13,-2,62
13,-1,65
11,0,64
5,2,56
3,0,56
4,-2,62
18,-1,71
19,-1,69
13,-1,61
12,-1,59
9,-1,62
8,-1,63
11,0,64
11,-1,62
11,-1,61
11,-1,63
12,-1,63
11,-1,63
10,0,63
10,-2,61
13,-1,63
12,-1,63
9,0,61
11,0,64
17,1,66
16,1,65
1,0,57
0,0,57
12,0,63
30,2,70
21,3,69
9,3,64
2,1,62
4,-4,54
4,-4,60
14,0,65
17,-3,53
18,1,60
6,5,70
15,4,66
8,4,63
15,1,63
13,-1,59
9,-2,58
10,1,64
11,1,65
13,1,62
10,1,61
9,-1,62
9,0,63
12,-1,64
12,1,63
12,1,63
9,-1,62
9,0,63
10,0,63
9,0,62
11,0,63
13,0,64
12,0,64
10,-1,61
9,0,62
7,0,59
9,-1,62
9,-2,62
14,-1,68
13,1,64
12,0,62
10,-1,61
9,-1,60
11,-2,65
11,-1,61
12,0,61
12,0,62
9,0,61
13,2,66
13,2,64
11,1,62
11,0,61
11,0,62
11,1,62
13,1,64
12,1,63
11,1,62
12,1,62
11,1,63
11,1,62
11,1,62
12,0,64
12,1,64
15,1,66
11,1,61
9,1,60
10,-2,62
11,-1,63
10,0,62
10,0,63
12,-1,63
14,1,64
13,0,63
10,-1,62
13,0,63
13,0,63
14,1,63
11,0,61
12,0,63
12,0,63
10,1,62
10,1,62
10,1,62
13,1,65
11,1,62
11,1,61
12,0,63
11,0,63
11,1,63
11,0,62
10,1,62
11,1,63
10,0,64
12,0,63
12,0,62
11,0,62
10,0,62
