,0,1,2
0,373.109375,1.0,1648131995.109375
1,388.96875,0.734375,1648132010.96875
2,395.609375,0.609375,1648132017.609375
3,396.203125,0.59375,1648132018.203125
4,396.828125,0.625,1648132018.828125
5,397.453125,0.625,1648132019.453125
6,404.3125,0.640625,1648132026.3125
7,404.921875,0.609375,1648132026.921875
8,408.640625,0.609375,1648132030.640625
9,551.96875,0.578125,1648132173.96875
10,552.578125,0.609375,1648132174.578125
11,553.15625,0.578125,1648132175.15625
12,596.90625,0.625,1648132218.90625
13,597.5625,0.65625,1648132219.5625
14,598.171875,0.609375,1648132220.171875
15,598.828125,0.65625,1648132220.828125
16,599.453125,0.625,1648132221.453125
17,600.125,0.671875,1648132222.125
18,708.234375,0.625,1648132330.234375
19,708.828125,0.59375,1648132330.828125
20,709.5,0.671875,1648132331.5
21,710.140625,0.640625,1648132332.140625
22,710.765625,0.625,1648132332.765625
23,713.90625,0.59375,1648132335.90625
24,779.296875,1.0,1648132401.296875
25,885.546875,0.71875,1648132507.546875
26,886.203125,0.65625,1648132508.203125
27,886.90625,0.703125,1648132508.90625
28,891.640625,0.703125,1648132513.640625
29,949.171875,0.671875,1648132571.171875
30,949.875,0.703125,1648132571.875
31,955.171875,0.59375,1648132577.171875
32,981.1875,0.640625,1648132603.1875
33,981.90625,0.71875,1648132603.90625
34,982.5625,0.65625,1648132604.5625
35,983.203125,0.640625,1648132605.203125
36,983.734375,0.53125,1648132605.734375
37,1009.0625,0.6875,1648132631.0625
38,1009.734375,0.671875,1648132631.734375
39,1010.46875,0.734375,1648132632.46875
40,1026.515625,0.671875,1648132648.515625
41,1027.15625,0.640625,1648132649.15625
42,1027.8125,0.65625,1648132649.8125
43,1066.515625,0.625,1648132688.515625
44,1067.15625,0.640625,1648132689.15625
45,1067.84375,0.6875,1648132689.84375
46,1068.53125,0.6875,1648132690.53125
47,1069.203125,0.671875,1648132691.203125
48,1069.84375,0.640625,1648132691.84375
49,1081.375,0.703125,1648132703.375
50,1082.046875,0.671875,1648132704.046875
51,1098.703125,0.703125,1648132720.703125
52,1099.484375,0.78125,1648132721.484375
53,1100.0625,0.578125,1648132722.0625
54,1100.734375,0.671875,1648132722.734375
55,1101.40625,0.671875,1648132723.40625
56,1102.078125,0.671875,1648132724.078125
57,1102.71875,0.640625,1648132724.71875
58,1103.40625,0.6875,1648132725.40625
59,1107.484375,0.671875,1648132729.484375
60,1108.15625,0.671875,1648132730.15625
61,1108.828125,0.671875,1648132730.828125
62,1109.546875,0.71875,1648132731.546875
63,1110.21875,0.671875,1648132732.21875
64,1134.984375,0.90625,1648132756.984375
65,1135.875,0.890625,1648132757.875
66,1136.8125,0.9375,1648132758.8125
67,1149.625,0.65625,1648132771.625
68,1170.0,0.765625,1648132792.0
69,1170.6875,0.6875,1648132792.6875
70,1171.4375,0.75,1648132793.4375
71,1172.03125,0.59375,1648132794.03125
72,1172.75,0.71875,1648132794.75
73,1173.40625,0.65625,1648132795.40625
74,1174.0625,0.65625,1648132796.0625
75,1174.671875,0.609375,1648132796.671875
76,1175.484375,0.8125,1648132797.484375
77,1210.859375,0.703125,1648132832.859375
78,1211.75,0.890625,1648132833.75
79,1233.6875,0.640625,1648132855.6875
80,1234.4375,0.75,1648132856.4375
81,1235.140625,0.703125,1648132857.140625
82,1256.25,0.671875,1648132878.25
83,1260.90625,0.71875,1648132882.90625
84,1261.59375,0.6875,1648132883.59375
85,1262.234375,0.640625,1648132884.234375
86,1262.921875,0.6875,1648132884.921875
87,1263.625,0.703125,1648132885.625
88,1264.359375,0.734375,1648132886.359375
89,1265.015625,0.65625,1648132887.015625
90,1289.109375,0.609375,1648132911.109375
91,1289.734375,0.625,1648132911.734375
92,1296.640625,0.8125,1648132918.640625
93,1304.90625,0.609375,1648132926.90625
94,1305.53125,0.625,1648132927.53125
95,1306.265625,0.734375,1648132928.265625
96,1306.828125,0.5625,1648132928.828125
97,1307.4375,0.609375,1648132929.4375
98,1308.21875,0.78125,1648132930.21875
99,1309.015625,0.796875,1648132931.015625
100,1309.671875,0.65625,1648132931.671875
101,1310.40625,0.734375,1648132932.40625
102,1326.125,0.78125,1648132948.125
103,1326.875,0.75,1648132948.875
104,1333.078125,0.640625,1648132955.078125
105,1352.34375,0.6875,1648132974.34375
106,1353.015625,0.671875,1648132975.015625
107,1353.75,0.734375,1648132975.75
108,1354.421875,0.671875,1648132976.421875
109,1355.0625,0.640625,1648132977.0625
110,1355.734375,0.671875,1648132977.734375
111,1356.421875,0.6875,1648132978.421875
112,1357.125,0.703125,1648132979.125
113,1357.828125,0.703125,1648132979.828125
114,1358.5,0.671875,1648132980.5
115,1359.171875,0.671875,1648132981.171875
116,1359.84375,0.671875,1648132981.84375
117,1360.515625,0.671875,1648132982.515625
