,0,1,2
0,39.828125,0.8125,1647441303.828125
1,89.921875,0.75,1647441353.921875
2,90.53125,0.609375,1647441354.53125
3,91.25,0.71875,1647441355.25
4,239.375,0.8125,1647441503.375
5,240.109375,0.734375,1647441504.109375
6,240.859375,0.75,1647441504.859375
7,241.609375,0.75,1647441505.609375
8,242.359375,0.75,1647441506.359375
9,243.09375,0.734375,1647441507.09375
10,272.34375,0.625,1647441536.34375
11,273.140625,0.796875,1647441537.140625
12,273.828125,0.6875,1647441537.828125
13,298.265625,0.6875,1647441562.265625
14,319.703125,0.703125,1647441583.703125
15,326.671875,0.75,1647441590.671875
16,332.921875,0.640625,1647441596.921875
17,333.609375,0.6875,1647441597.609375
18,334.296875,0.6875,1647441598.296875
19,335.03125,0.734375,1647441599.03125
20,335.6875,0.65625,1647441599.6875
21,336.484375,0.796875,1647441600.484375
22,482.3125,0.671875,1647441746.3125
23,483.015625,0.703125,1647441747.015625
24,483.65625,0.640625,1647441747.65625
25,484.28125,0.625,1647441748.28125
26,484.984375,0.703125,1647441748.984375
27,485.609375,0.625,1647441749.609375
28,486.28125,0.671875,1647441750.28125
29,604.484375,0.640625,1647441868.484375
30,605.078125,0.59375,1647441869.078125
31,605.6875,0.609375,1647441869.6875
32,606.3125,0.625,1647441870.3125
33,606.9375,0.625,1647441870.9375
34,607.53125,0.59375,1647441871.53125
35,608.15625,0.625,1647441872.15625
36,608.765625,0.609375,1647441872.765625
37,609.40625,0.640625,1647441873.40625
38,610.03125,0.625,1647441874.03125
39,610.703125,0.671875,1647441874.703125
40,634.890625,0.546875,1647441898.890625
41,635.546875,0.65625,1647441899.546875
42,636.140625,0.59375,1647441900.140625
43,694.40625,0.625,1647441958.40625
44,694.953125,0.546875,1647441958.953125
45,726.4375,0.65625,1647441990.4375
46,736.734375,0.65625,1647442000.734375
47,744.03125,0.640625,1647442008.03125
48,744.6875,0.65625,1647442008.6875
49,745.546875,0.859375,1647442009.546875
50,754.1875,0.6875,1647442018.1875
51,754.84375,0.65625,1647442018.84375
52,755.53125,0.6875,1647442019.53125
53,756.171875,0.640625,1647442020.171875
54,756.875,0.703125,1647442020.875
55,757.515625,0.640625,1647442021.515625
56,758.1875,0.671875,1647442022.1875
57,758.859375,0.671875,1647442022.859375
58,789.375,0.703125,1647442053.375
59,790.03125,0.65625,1647442054.03125
60,790.75,0.71875,1647442054.75
61,791.4375,0.6875,1647442055.4375
62,796.3125,0.71875,1647442060.3125
63,797.015625,0.703125,1647442061.015625
64,797.703125,0.6875,1647442061.703125
65,798.421875,0.71875,1647442062.421875
66,799.03125,0.609375,1647442063.03125
67,799.78125,0.75,1647442063.78125
68,800.484375,0.703125,1647442064.484375
69,801.1875,0.703125,1647442065.1875
70,809.546875,0.6875,1647442073.546875
71,810.3125,0.765625,1647442074.3125
72,811.03125,0.71875,1647442075.03125
73,811.734375,0.703125,1647442075.734375
74,812.4375,0.703125,1647442076.4375
75,813.171875,0.734375,1647442077.171875
76,818.140625,0.703125,1647442082.140625
77,818.875,0.734375,1647442082.875
78,819.5,0.625,1647442083.5
79,820.234375,0.734375,1647442084.234375
80,849.890625,0.71875,1647442113.890625
81,850.625,0.734375,1647442114.625
82,851.3125,0.6875,1647442115.3125
83,852.046875,0.734375,1647442116.046875
84,852.703125,0.65625,1647442116.703125
85,853.453125,0.75,1647442117.453125
86,854.203125,0.75,1647442118.203125
87,854.890625,0.6875,1647442118.890625
88,855.609375,0.71875,1647442119.609375
89,856.3125,0.703125,1647442120.3125
90,871.125,0.703125,1647442135.125
91,881.65625,0.6875,1647442145.65625
92,882.34375,0.6875,1647442146.34375
93,883.03125,0.6875,1647442147.03125
94,883.71875,0.6875,1647442147.71875
95,884.40625,0.6875,1647442148.40625
96,918.359375,0.71875,1647442182.359375
97,919.046875,0.6875,1647442183.046875
98,919.796875,0.75,1647442183.796875
99,920.515625,0.71875,1647442184.515625
100,921.21875,0.703125,1647442185.21875
101,921.921875,0.703125,1647442185.921875
102,922.671875,0.75,1647442186.671875
103,923.375,0.703125,1647442187.375
104,931.40625,0.796875,1647442195.40625
105,932.015625,0.609375,1647442196.015625
106,932.71875,0.703125,1647442196.71875
107,953.390625,0.671875,1647442217.390625
108,954.09375,0.703125,1647442218.09375
109,954.90625,0.8125,1647442218.90625
110,959.796875,1.078125,1647442223.796875
111,963.3125,0.84375,1647442227.3125
112,964.0625,0.75,1647442228.0625
113,964.734375,0.671875,1647442228.734375
114,965.515625,0.78125,1647442229.515625
115,966.21875,0.703125,1647442230.21875
