5.869000000000000000e+03,1.007056249899999966e+04,6.875000000000000000e-01,1.647451334562499046e+09
5.870000000000000000e+03,1.007126562399999966e+04,7.031250000000000000e-01,1.647451335265624046e+09
5.871000000000000000e+03,1.007198437399999966e+04,7.187500000000000000e-01,1.647451335984374046e+09
5.872000000000000000e+03,1.007268749899999966e+04,7.031250000000000000e-01,1.647451336687499046e+09
5.873000000000000000e+03,1.007328124899999966e+04,5.937500000000000000e-01,1.647451337281249046e+09
5.874000000000000000e+03,1.007407812399999966e+04,7.968750000000000000e-01,1.647451338078124046e+09
5.875000000000000000e+03,1.007826562399999966e+04,6.875000000000000000e-01,1.647451342265624046e+09
5.876000000000000000e+03,1.007898437399999966e+04,7.187500000000000000e-01,1.647451342984374046e+09
5.877000000000000000e+03,1.007970312399999966e+04,7.187500000000000000e-01,1.647451343703124046e+09
5.878000000000000000e+03,1.008039062399999966e+04,6.875000000000000000e-01,1.647451344390624046e+09
5.879000000000000000e+03,1.008110937399999966e+04,7.187500000000000000e-01,1.647451345109374046e+09
5.880000000000000000e+03,1.008181249899999966e+04,7.031250000000000000e-01,1.647451345812499046e+09
5.881000000000000000e+03,1.008251562399999966e+04,7.031250000000000000e-01,1.647451346515624046e+09
5.882000000000000000e+03,1.008321874899999966e+04,7.031250000000000000e-01,1.647451347218749046e+09
5.883000000000000000e+03,1.008392187399999966e+04,7.031250000000000000e-01,1.647451347921874046e+09
5.884000000000000000e+03,1.008465624899999966e+04,7.343750000000000000e-01,1.647451348656249046e+09
5.885000000000000000e+03,1.008535937399999966e+04,7.031250000000000000e-01,1.647451349359374046e+09
5.886000000000000000e+03,1.008606249899999966e+04,7.031250000000000000e-01,1.647451350062499046e+09
5.887000000000000000e+03,1.008676562399999966e+04,7.031250000000000000e-01,1.647451350765624046e+09
5.888000000000000000e+03,1.008745312399999966e+04,6.875000000000000000e-01,1.647451351453124046e+09
5.889000000000000000e+03,1.008817187399999966e+04,7.187500000000000000e-01,1.647451352171874046e+09
5.890000000000000000e+03,1.008887499899999966e+04,7.031250000000000000e-01,1.647451352874999046e+09
5.891000000000000000e+03,1.008957812399999966e+04,7.031250000000000000e-01,1.647451353578124046e+09
5.892000000000000000e+03,1.010487499899999966e+04,7.031250000000000000e-01,1.647451368874999046e+09
5.893000000000000000e+03,1.010554687399999966e+04,6.718750000000000000e-01,1.647451369546874046e+09
5.894000000000000000e+03,1.010626562399999966e+04,7.187500000000000000e-01,1.647451370265624046e+09
5.895000000000000000e+03,1.010682812399999966e+04,5.625000000000000000e-01,1.647451370828124046e+09
5.896000000000000000e+03,1.011184374899999966e+04,7.031250000000000000e-01,1.647451375843749046e+09
5.897000000000000000e+03,1.011664062399999966e+04,6.562500000000000000e-01,1.647451380640624046e+09
5.898000000000000000e+03,1.011734374899999966e+04,7.031250000000000000e-01,1.647451381343749046e+09
5.899000000000000000e+03,1.011804687399999966e+04,7.031250000000000000e-01,1.647451382046874046e+09
5.900000000000000000e+03,1.011870312399999966e+04,6.562500000000000000e-01,1.647451382703124046e+09
5.901000000000000000e+03,1.011942187399999966e+04,7.187500000000000000e-01,1.647451383421874046e+09
5.902000000000000000e+03,1.012007812399999966e+04,6.562500000000000000e-01,1.647451384078124046e+09
5.903000000000000000e+03,1.012078124899999966e+04,7.031250000000000000e-01,1.647451384781249046e+09
5.904000000000000000e+03,1.012146874899999966e+04,6.875000000000000000e-01,1.647451385468749046e+09
5.905000000000000000e+03,1.012212499899999966e+04,6.562500000000000000e-01,1.647451386124999046e+09
5.906000000000000000e+03,1.012284374899999966e+04,7.187500000000000000e-01,1.647451386843749046e+09
5.907000000000000000e+03,1.012759374899999966e+04,6.875000000000000000e-01,1.647451391593749046e+09
5.908000000000000000e+03,1.012824999899999966e+04,6.562500000000000000e-01,1.647451392249999046e+09
5.909000000000000000e+03,1.012898437399999966e+04,7.343750000000000000e-01,1.647451392984374046e+09
