1665870841.000000, IBI
372.781250,0.562500
471.078125,0.890625
471.953125,0.875000
472.859375,0.906250
473.734375,0.875000
515.890625,0.781250
516.640625,0.750000
540.859375,0.781250
547.531250,0.859375
548.375000,0.843750
549.140625,0.765625
562.125000,0.828125
562.906250,0.781250
563.671875,0.765625
564.437500,0.765625
565.203125,0.765625
565.968750,0.765625
566.718750,0.750000
612.484375,0.546875
631.484375,0.656250
892.687500,1.031250
908.937500,0.890625
909.734375,0.796875
910.546875,0.812500
925.312500,0.781250
926.062500,0.750000
926.906250,0.843750
927.781250,0.875000
928.671875,0.890625
929.531250,0.859375
930.296875,0.765625
931.000000,0.703125
931.703125,0.703125
932.421875,0.718750
933.140625,0.718750
933.968750,0.828125
934.890625,0.921875
935.765625,0.875000
936.671875,0.906250
937.546875,0.875000
938.406250,0.859375
939.281250,0.875000
940.062500,0.781250
940.843750,0.781250
941.593750,0.750000
942.328125,0.734375
942.984375,0.656250
943.671875,0.687500
944.437500,0.765625
945.265625,0.828125
946.125000,0.859375
947.015625,0.890625
947.843750,0.828125
948.593750,0.750000
967.859375,0.781250
968.671875,0.812500
969.468750,0.796875
970.312500,0.843750
971.171875,0.859375
972.015625,0.843750
972.828125,0.812500
973.546875,0.718750
974.234375,0.687500
974.984375,0.750000
975.703125,0.718750
976.406250,0.703125
977.187500,0.781250
978.000000,0.812500
978.812500,0.812500
986.765625,0.796875
987.562500,0.796875
988.343750,0.781250
989.140625,0.796875
990.031250,0.890625
990.828125,0.796875
991.609375,0.781250
992.406250,0.796875
993.187500,0.781250
993.921875,0.734375
994.687500,0.765625
995.484375,0.796875
996.234375,0.750000
997.015625,0.781250
997.859375,0.843750
998.671875,0.812500
999.515625,0.843750
1000.406250,0.890625
1001.203125,0.796875
1002.015625,0.812500
1002.828125,0.812500
1003.578125,0.750000
1004.343750,0.765625
1005.140625,0.796875
1005.906250,0.765625
1006.687500,0.781250
1007.484375,0.796875
1008.265625,0.781250
1009.046875,0.781250
1009.859375,0.812500
1010.671875,0.812500
1011.515625,0.843750
1037.281250,0.687500
1037.937500,0.656250
1038.609375,0.671875
1039.250000,0.640625
1039.921875,0.671875
1061.406250,0.859375
1078.750000,0.812500
1150.578125,0.671875
1151.312500,0.734375
1152.046875,0.734375
1152.734375,0.687500
1153.421875,0.687500
1154.109375,0.687500
1159.437500,0.796875
1163.796875,0.687500
1164.546875,0.750000
1165.250000,0.703125
1165.968750,0.718750
1166.703125,0.734375
1167.437500,0.734375
1168.171875,0.734375
1168.875000,0.703125
1169.578125,0.703125
1170.281250,0.703125
1171.000000,0.718750
1194.953125,0.859375
1195.765625,0.812500
1196.625000,0.859375
1197.421875,0.796875
1198.265625,0.843750
1199.000000,0.734375
1206.140625,0.781250
1206.921875,0.781250
1207.765625,0.843750
1208.562500,0.796875
1293.843750,0.796875
1294.625000,0.781250
1295.406250,0.781250
1296.187500,0.781250
1297.015625,0.828125
1297.796875,0.781250
1298.437500,0.640625
1299.140625,0.703125
1299.843750,0.703125
1300.625000,0.781250
1305.281250,0.796875
1306.031250,0.750000
1306.859375,0.828125
1307.640625,0.781250
1308.453125,0.812500
1309.265625,0.812500
1310.046875,0.781250
1310.843750,0.796875
1311.593750,0.750000
1312.375000,0.781250
1313.171875,0.796875
1313.953125,0.781250
1314.734375,0.781250
1315.359375,0.625000
1325.656250,0.750000
1326.468750,0.812500
1327.250000,0.781250
1328.078125,0.828125
1328.875000,0.796875
1329.609375,0.734375
1330.234375,0.625000
1336.265625,0.734375
1336.953125,0.687500
1337.656250,0.703125
1338.359375,0.703125
1339.109375,0.750000
1339.906250,0.796875
1340.703125,0.796875
1341.515625,0.812500
1342.250000,0.734375
1343.140625,0.890625
1343.890625,0.750000
1344.843750,0.953125
1348.437500,0.734375
1349.218750,0.781250
1350.109375,0.890625
1350.953125,0.843750
1351.796875,0.843750
1352.640625,0.843750
1353.421875,0.781250
1354.218750,0.796875
1354.984375,0.765625
1355.750000,0.765625
1356.500000,0.750000
1357.234375,0.734375
1358.015625,0.781250
1358.765625,0.750000
1359.515625,0.750000
1360.296875,0.781250
1361.093750,0.796875
1361.843750,0.750000
1362.640625,0.796875
1363.343750,0.703125
1364.218750,0.875000
1364.968750,0.750000
1365.671875,0.703125
1366.312500,0.640625
1366.937500,0.625000
1367.562500,0.625000
1368.203125,0.640625
1368.859375,0.656250
1369.562500,0.703125
1370.328125,0.765625
1371.125000,0.796875
1371.937500,0.812500
1372.718750,0.781250
1373.531250,0.812500
1374.296875,0.765625
1375.015625,0.718750
1375.750000,0.734375
1376.453125,0.703125
1377.156250,0.703125
1377.890625,0.734375
1378.687500,0.796875
1379.453125,0.765625
1380.234375,0.781250
1381.062500,0.828125
1381.890625,0.828125
1382.656250,0.765625
1383.437500,0.781250
1384.203125,0.765625
1384.984375,0.781250
1385.718750,0.734375
1386.468750,0.750000
1387.187500,0.718750
1387.921875,0.734375
1388.859375,0.937500
1389.546875,0.687500
1390.234375,0.687500
1390.921875,0.687500
1391.656250,0.734375
1392.328125,0.671875
1397.171875,0.781250
1398.000000,0.828125
1398.875000,0.875000
1694.265625,0.906250
1695.093750,0.828125
1695.921875,0.828125
1696.671875,0.750000
1708.218750,0.812500
1709.046875,0.828125
1709.765625,0.718750
1710.453125,0.687500
1722.437500,0.765625
1723.046875,0.609375
1729.203125,0.828125
1729.828125,0.625000
1730.562500,0.734375
1731.234375,0.671875
1731.906250,0.671875
1750.625000,0.828125
1751.328125,0.703125
1752.109375,0.781250
1759.218750,0.750000
1770.890625,0.796875
1771.671875,0.781250
1777.265625,0.750000
1777.984375,0.718750
1778.843750,0.859375
1783.781250,0.875000
1784.625000,0.843750
1785.343750,0.718750
1786.093750,0.750000
1791.421875,0.812500
1792.250000,0.828125
1793.234375,0.984375
1794.062500,0.828125
1794.812500,0.750000
1795.625000,0.812500
1796.359375,0.734375
1797.109375,0.750000
1797.859375,0.750000
1798.687500,0.828125
1799.500000,0.812500
1822.156250,0.875000
1832.281250,0.812500
1833.093750,0.812500
1837.609375,0.875000
1919.125000,0.656250
1946.656250,0.593750
1947.296875,0.640625
1948.015625,0.718750
2360.000000,0.703125
2360.734375,0.734375
2361.375000,0.640625
2361.984375,0.609375
3521.734375,0.687500
3522.437500,0.703125
3523.203125,0.765625
3523.890625,0.687500
4312.156250,0.562500
4334.046875,0.953125
4334.890625,0.843750
4335.671875,0.781250
4336.593750,0.921875
4337.515625,0.921875
4338.421875,0.906250
4339.343750,0.921875
4807.046875,0.828125
4807.796875,0.750000
5156.125000,0.875000
5397.046875,0.812500
5397.906250,0.859375
5545.406250,0.812500
5546.062500,0.656250
5573.765625,0.687500
5574.781250,1.015625
5575.515625,0.734375
5610.906250,0.750000
5611.609375,0.703125
5612.312500,0.703125
5613.078125,0.765625
5682.859375,0.671875
5683.750000,0.890625
5684.609375,0.859375
6113.671875,0.656250
6122.484375,0.796875
6123.406250,0.921875
6135.109375,0.812500
6135.796875,0.687500
6136.656250,0.859375
6228.593750,0.437500
6228.937500,0.343750
6232.453125,0.312500
6232.796875,0.343750
6233.125000,0.328125
6235.296875,0.328125
6235.656250,0.359375
6282.343750,0.765625
6283.125000,0.781250
6283.937500,0.812500
6284.625000,0.687500
6344.468750,1.703125
6373.625000,0.953125
6393.343750,1.015625
6394.250000,0.906250
6544.828125,0.796875
6560.515625,0.750000
6561.234375,0.718750
6561.984375,0.750000
6562.718750,0.734375
