,0,1,2
0,54.5625,0.671875,1647959844.5625
1,55.203125,0.640625,1647959845.203125
2,55.875,0.671875,1647959845.875
3,56.53125,0.65625,1647959846.53125
4,57.1875,0.65625,1647959847.1875
5,57.859375,0.671875,1647959847.859375
6,58.515625,0.65625,1647959848.515625
7,59.203125,0.6875,1647959849.203125
8,59.84375,0.640625,1647959849.84375
9,60.5625,0.71875,1647959850.5625
10,61.203125,0.640625,1647959851.203125
11,61.875,0.671875,1647959851.875
12,62.546875,0.671875,1647959852.546875
13,63.234375,0.6875,1647959853.234375
14,63.921875,0.6875,1647959853.921875
15,64.609375,0.6875,1647959854.609375
16,65.296875,0.6875,1647959855.296875
17,66.0,0.703125,1647959856.0
18,66.6875,0.6875,1647959856.6875
19,67.34375,0.65625,1647959857.34375
20,68.0625,0.71875,1647959858.0625
21,68.703125,0.640625,1647959858.703125
22,69.4375,0.734375,1647959859.4375
23,70.125,0.6875,1647959860.125
24,70.8125,0.6875,1647959860.8125
25,71.484375,0.671875,1647959861.484375
26,72.21875,0.734375,1647959862.21875
27,81.109375,0.671875,1647959871.109375
28,81.796875,0.6875,1647959871.796875
29,82.484375,0.6875,1647959872.484375
30,83.171875,0.6875,1647959873.171875
31,213.65625,0.609375,1647960003.65625
32,214.25,0.59375,1647960004.25
33,214.828125,0.578125,1647960004.828125
34,215.40625,0.578125,1647960005.40625
35,215.96875,0.5625,1647960005.96875
36,216.546875,0.578125,1647960006.546875
37,217.109375,0.5625,1647960007.109375
38,217.703125,0.59375,1647960007.703125
39,218.25,0.546875,1647960008.25
40,218.8125,0.5625,1647960008.8125
41,219.390625,0.578125,1647960009.390625
42,238.3125,0.546875,1647960028.3125
43,238.90625,0.59375,1647960028.90625
44,239.53125,0.625,1647960029.53125
45,350.59375,0.578125,1647960140.59375
46,351.203125,0.609375,1647960141.203125
47,351.796875,0.59375,1647960141.796875
48,352.390625,0.59375,1647960142.390625
49,353.0,0.609375,1647960143.0
50,353.578125,0.578125,1647960143.578125
51,354.203125,0.625,1647960144.203125
52,440.5,0.828125,1647960230.5
53,497.6875,0.640625,1647960287.6875
54,498.328125,0.640625,1647960288.328125
55,498.984375,0.65625,1647960288.984375
56,499.640625,0.65625,1647960289.640625
57,500.328125,0.6875,1647960290.328125
58,500.984375,0.65625,1647960290.984375
59,501.640625,0.65625,1647960291.640625
60,502.3125,0.671875,1647960292.3125
61,502.984375,0.671875,1647960292.984375
62,503.671875,0.6875,1647960293.671875
63,504.375,0.703125,1647960294.375
64,505.09375,0.71875,1647960295.09375
65,505.765625,0.671875,1647960295.765625
66,506.46875,0.703125,1647960296.46875
67,507.125,0.65625,1647960297.125
68,507.75,0.625,1647960297.75
69,508.53125,0.78125,1647960298.53125
70,509.21875,0.6875,1647960299.21875
71,509.953125,0.734375,1647960299.953125
72,510.640625,0.6875,1647960300.640625
73,511.359375,0.71875,1647960301.359375
74,523.359375,0.671875,1647960313.359375
75,528.125,0.6875,1647960318.125
76,528.765625,0.640625,1647960318.765625
77,562.984375,0.6875,1647960352.984375
78,567.796875,0.6875,1647960357.796875
79,568.46875,0.671875,1647960358.46875
80,569.25,0.78125,1647960359.25
81,569.859375,0.609375,1647960359.859375
82,570.53125,0.671875,1647960360.53125
83,571.21875,0.6875,1647960361.21875
84,595.796875,0.6875,1647960385.796875
85,596.46875,0.671875,1647960386.46875
86,597.125,0.65625,1647960387.125
87,597.796875,0.671875,1647960387.796875
88,598.484375,0.6875,1647960388.484375
89,599.125,0.640625,1647960389.125
90,618.203125,0.6875,1647960408.203125
91,618.90625,0.703125,1647960408.90625
92,619.75,0.84375,1647960409.75
93,626.28125,0.71875,1647960416.28125
94,626.953125,0.671875,1647960416.953125
95,630.921875,0.65625,1647960420.921875
96,631.625,0.703125,1647960421.625
97,632.25,0.625,1647960422.25
98,650.03125,0.65625,1647960440.03125
99,663.671875,0.6875,1647960453.671875
100,664.25,0.578125,1647960454.25
101,665.015625,0.765625,1647960455.015625
102,665.703125,0.6875,1647960455.703125
103,666.28125,0.578125,1647960456.28125
104,667.0625,0.78125,1647960457.0625
105,667.75,0.6875,1647960457.75
106,692.046875,0.671875,1647960482.046875
107,692.78125,0.734375,1647960482.78125
108,728.3125,0.625,1647960518.3125
109,729.09375,0.78125,1647960519.09375
110,739.71875,0.703125,1647960529.71875
111,740.4375,0.71875,1647960530.4375
112,741.109375,0.671875,1647960531.109375
113,741.828125,0.71875,1647960531.828125
114,742.53125,0.703125,1647960532.53125
115,743.21875,0.6875,1647960533.21875
116,743.9375,0.71875,1647960533.9375
117,766.984375,0.65625,1647960556.984375
118,791.140625,0.703125,1647960581.140625
119,791.8125,0.671875,1647960581.8125
120,792.515625,0.703125,1647960582.515625
121,793.234375,0.71875,1647960583.234375
122,793.953125,0.71875,1647960583.953125
123,794.640625,0.6875,1647960584.640625
124,795.34375,0.703125,1647960585.34375
125,796.03125,0.6875,1647960586.03125
126,796.734375,0.703125,1647960586.734375
127,797.453125,0.71875,1647960587.453125
128,798.171875,0.71875,1647960588.171875
129,798.875,0.703125,1647960588.875
130,799.578125,0.703125,1647960589.578125
131,800.265625,0.6875,1647960590.265625
132,800.96875,0.703125,1647960590.96875
133,801.671875,0.703125,1647960591.671875
134,802.375,0.703125,1647960592.375
135,803.0625,0.6875,1647960593.0625
136,803.75,0.6875,1647960593.75
137,804.421875,0.671875,1647960594.421875
138,805.109375,0.6875,1647960595.109375
139,805.796875,0.6875,1647960595.796875
140,806.484375,0.6875,1647960596.484375
141,807.171875,0.6875,1647960597.171875
142,807.875,0.703125,1647960597.875
143,808.5625,0.6875,1647960598.5625
144,809.265625,0.703125,1647960599.265625
145,809.921875,0.65625,1647960599.921875
146,810.609375,0.6875,1647960600.609375
147,811.28125,0.671875,1647960601.28125
148,811.984375,0.703125,1647960601.984375
149,812.640625,0.65625,1647960602.640625
150,813.3125,0.671875,1647960603.3125
151,813.984375,0.671875,1647960603.984375
152,814.65625,0.671875,1647960604.65625
153,815.328125,0.671875,1647960605.328125
154,816.015625,0.6875,1647960606.015625
155,816.703125,0.6875,1647960606.703125
156,817.40625,0.703125,1647960607.40625
157,822.234375,0.71875,1647960612.234375
158,822.921875,0.6875,1647960612.921875
159,823.59375,0.671875,1647960613.59375
160,824.296875,0.703125,1647960614.296875
161,825.0,0.703125,1647960615.0
162,825.71875,0.71875,1647960615.71875
163,826.4375,0.71875,1647960616.4375
164,827.15625,0.71875,1647960617.15625
165,827.875,0.71875,1647960617.875
166,828.5625,0.6875,1647960618.5625
167,829.265625,0.703125,1647960619.265625
168,829.984375,0.71875,1647960619.984375
169,835.53125,0.671875,1647960625.53125
170,836.234375,0.703125,1647960626.234375
171,836.90625,0.671875,1647960626.90625
172,837.578125,0.671875,1647960627.578125
173,838.296875,0.71875,1647960628.296875
174,838.96875,0.671875,1647960628.96875
175,839.671875,0.703125,1647960629.671875
176,840.375,0.703125,1647960630.375
177,841.078125,0.703125,1647960631.078125
178,841.78125,0.703125,1647960631.78125
179,842.46875,0.6875,1647960632.46875
180,843.15625,0.6875,1647960633.15625
181,843.859375,0.703125,1647960633.859375
182,844.5625,0.703125,1647960634.5625
183,845.3125,0.75,1647960635.3125
184,852.796875,0.6875,1647960642.796875
185,853.484375,0.6875,1647960643.484375
186,854.171875,0.6875,1647960644.171875
187,854.859375,0.6875,1647960644.859375
188,855.546875,0.6875,1647960645.546875
189,856.21875,0.671875,1647960646.21875
190,856.890625,0.671875,1647960646.890625
191,857.578125,0.6875,1647960647.578125
192,858.265625,0.6875,1647960648.265625
193,858.953125,0.6875,1647960648.953125
194,859.65625,0.703125,1647960649.65625
195,860.359375,0.703125,1647960650.359375
196,869.390625,0.703125,1647960659.390625
197,870.078125,0.6875,1647960660.078125
198,870.78125,0.703125,1647960660.78125
199,871.484375,0.703125,1647960661.484375
200,872.171875,0.6875,1647960662.171875
201,872.921875,0.75,1647960662.921875
202,873.5625,0.640625,1647960663.5625
203,874.25,0.6875,1647960664.25
204,874.953125,0.703125,1647960664.953125
205,875.640625,0.6875,1647960665.640625
206,876.328125,0.6875,1647960666.328125
207,877.03125,0.703125,1647960667.03125
208,877.703125,0.671875,1647960667.703125
209,878.390625,0.6875,1647960668.390625
210,879.078125,0.6875,1647960669.078125
211,885.96875,0.6875,1647960675.96875
212,886.65625,0.6875,1647960676.65625
213,887.34375,0.6875,1647960677.34375
214,895.578125,0.6875,1647960685.578125
215,896.25,0.671875,1647960686.25
216,896.9375,0.6875,1647960686.9375
217,897.625,0.6875,1647960687.625
218,898.3125,0.6875,1647960688.3125
219,899.0,0.6875,1647960689.0
220,899.6875,0.6875,1647960689.6875
221,900.375,0.6875,1647960690.375
222,901.046875,0.671875,1647960691.046875
223,901.75,0.703125,1647960691.75
224,902.4375,0.6875,1647960692.4375
225,903.15625,0.71875,1647960693.15625
226,907.953125,0.6875,1647960697.953125
227,908.65625,0.703125,1647960698.65625
228,909.34375,0.6875,1647960699.34375
229,910.046875,0.703125,1647960700.046875
230,910.75,0.703125,1647960700.75
231,911.4375,0.6875,1647960701.4375
232,912.140625,0.703125,1647960702.140625
233,912.8125,0.671875,1647960702.8125
234,913.5,0.6875,1647960703.5
235,914.1875,0.6875,1647960704.1875
236,914.890625,0.703125,1647960704.890625
237,915.59375,0.703125,1647960705.59375
238,916.296875,0.703125,1647960706.296875
239,916.984375,0.6875,1647960706.984375
240,917.6875,0.703125,1647960707.6875
241,918.34375,0.65625,1647960708.34375
242,919.078125,0.734375,1647960709.078125
243,919.765625,0.6875,1647960709.765625
244,920.46875,0.703125,1647960710.46875
245,921.15625,0.6875,1647960711.15625
246,921.84375,0.6875,1647960711.84375
247,922.53125,0.6875,1647960712.53125
248,923.21875,0.6875,1647960713.21875
249,923.9375,0.71875,1647960713.9375
250,924.625,0.6875,1647960714.625
251,925.28125,0.65625,1647960715.28125
252,925.96875,0.6875,1647960715.96875
253,926.65625,0.6875,1647960716.65625
254,927.359375,0.703125,1647960717.359375
255,928.046875,0.6875,1647960718.046875
256,928.734375,0.6875,1647960718.734375
257,929.421875,0.6875,1647960719.421875
258,930.109375,0.6875,1647960720.109375
259,930.796875,0.6875,1647960720.796875
260,931.484375,0.6875,1647960721.484375
261,932.15625,0.671875,1647960722.15625
262,932.84375,0.6875,1647960722.84375
263,933.53125,0.6875,1647960723.53125
264,938.3125,0.6875,1647960728.3125
265,938.96875,0.65625,1647960728.96875
266,939.640625,0.671875,1647960729.640625
267,940.296875,0.65625,1647960730.296875
268,940.984375,0.6875,1647960730.984375
