1.289000000000000000e+03,1.497750000000000000e+03,6.093750000000000000e-01,1.647014213750000000e+09
1.290000000000000000e+03,1.498359375000000000e+03,6.093750000000000000e-01,1.647014214359375000e+09
1.291000000000000000e+03,1.498968750000000000e+03,6.093750000000000000e-01,1.647014214968750000e+09
1.292000000000000000e+03,1.499578125000000000e+03,6.093750000000000000e-01,1.647014215578125000e+09
1.293000000000000000e+03,1.500187500000000000e+03,6.093750000000000000e-01,1.647014216187500000e+09
1.294000000000000000e+03,1.500796875000000000e+03,6.093750000000000000e-01,1.647014216796875000e+09
1.295000000000000000e+03,1.501421875000000000e+03,6.250000000000000000e-01,1.647014217421875000e+09
1.296000000000000000e+03,1.502046875000000000e+03,6.250000000000000000e-01,1.647014218046875000e+09
1.297000000000000000e+03,1.506484375000000000e+03,6.093750000000000000e-01,1.647014222484375000e+09
1.298000000000000000e+03,1.507093750000000000e+03,6.093750000000000000e-01,1.647014223093750000e+09
1.299000000000000000e+03,1.507703125000000000e+03,6.093750000000000000e-01,1.647014223703125000e+09
1.300000000000000000e+03,1.508312500000000000e+03,6.093750000000000000e-01,1.647014224312500000e+09
1.301000000000000000e+03,1.508921875000000000e+03,6.093750000000000000e-01,1.647014224921875000e+09
1.302000000000000000e+03,1.509546875000000000e+03,6.250000000000000000e-01,1.647014225546875000e+09
1.303000000000000000e+03,1.510156250000000000e+03,6.093750000000000000e-01,1.647014226156250000e+09
1.304000000000000000e+03,1.510781250000000000e+03,6.250000000000000000e-01,1.647014226781250000e+09
1.305000000000000000e+03,1.511390625000000000e+03,6.093750000000000000e-01,1.647014227390625000e+09
1.306000000000000000e+03,1.512000000000000000e+03,6.093750000000000000e-01,1.647014228000000000e+09
1.307000000000000000e+03,1.512625000000000000e+03,6.250000000000000000e-01,1.647014228625000000e+09
1.308000000000000000e+03,1.513250000000000000e+03,6.250000000000000000e-01,1.647014229250000000e+09
1.309000000000000000e+03,1.513843750000000000e+03,5.937500000000000000e-01,1.647014229843750000e+09
1.310000000000000000e+03,1.514468750000000000e+03,6.250000000000000000e-01,1.647014230468750000e+09
1.311000000000000000e+03,1.515078125000000000e+03,6.093750000000000000e-01,1.647014231078125000e+09
1.312000000000000000e+03,1.515687500000000000e+03,6.093750000000000000e-01,1.647014231687500000e+09
1.313000000000000000e+03,1.516312500000000000e+03,6.250000000000000000e-01,1.647014232312500000e+09
1.314000000000000000e+03,1.516937500000000000e+03,6.250000000000000000e-01,1.647014232937500000e+09
1.315000000000000000e+03,1.517546875000000000e+03,6.093750000000000000e-01,1.647014233546875000e+09
1.316000000000000000e+03,1.518171875000000000e+03,6.250000000000000000e-01,1.647014234171875000e+09
1.317000000000000000e+03,1.518781250000000000e+03,6.093750000000000000e-01,1.647014234781250000e+09
