3.521000000000000000e+03,5.848140625000000000e+03,7.187500000000000000e-01,1.647273927140625000e+09
3.522000000000000000e+03,5.868078125000000000e+03,6.875000000000000000e-01,1.647273947078125000e+09
3.523000000000000000e+03,5.891703125000000000e+03,6.718750000000000000e-01,1.647273970703125000e+09
3.524000000000000000e+03,6.000265625000000000e+03,6.875000000000000000e-01,1.647274079265625000e+09
3.525000000000000000e+03,6.058187500000000000e+03,6.562500000000000000e-01,1.647274137187500000e+09
3.526000000000000000e+03,6.058812500000000000e+03,6.250000000000000000e-01,1.647274137812500000e+09
3.527000000000000000e+03,6.059421875000000000e+03,6.093750000000000000e-01,1.647274138421875000e+09
3.528000000000000000e+03,6.060046875000000000e+03,6.250000000000000000e-01,1.647274139046875000e+09
3.529000000000000000e+03,6.060656250000000000e+03,6.093750000000000000e-01,1.647274139656250000e+09
3.530000000000000000e+03,6.061281250000000000e+03,6.250000000000000000e-01,1.647274140281250000e+09
3.531000000000000000e+03,6.061906250000000000e+03,6.250000000000000000e-01,1.647274140906250000e+09
3.532000000000000000e+03,6.062500000000000000e+03,5.937500000000000000e-01,1.647274141500000000e+09
3.533000000000000000e+03,6.063156250000000000e+03,6.562500000000000000e-01,1.647274142156250000e+09
3.534000000000000000e+03,6.063781250000000000e+03,6.250000000000000000e-01,1.647274142781250000e+09
3.535000000000000000e+03,6.064437500000000000e+03,6.562500000000000000e-01,1.647274143437500000e+09
3.536000000000000000e+03,6.065078125000000000e+03,6.406250000000000000e-01,1.647274144078125000e+09
3.537000000000000000e+03,6.065703125000000000e+03,6.250000000000000000e-01,1.647274144703125000e+09
3.538000000000000000e+03,6.066343750000000000e+03,6.406250000000000000e-01,1.647274145343750000e+09
3.539000000000000000e+03,6.066937500000000000e+03,5.937500000000000000e-01,1.647274145937500000e+09
3.540000000000000000e+03,6.067593750000000000e+03,6.562500000000000000e-01,1.647274146593750000e+09
3.541000000000000000e+03,6.068171875000000000e+03,5.781250000000000000e-01,1.647274147171875000e+09
3.542000000000000000e+03,6.068812500000000000e+03,6.406250000000000000e-01,1.647274147812500000e+09
3.543000000000000000e+03,6.069453125000000000e+03,6.406250000000000000e-01,1.647274148453125000e+09
3.544000000000000000e+03,6.070015625000000000e+03,5.625000000000000000e-01,1.647274149015625000e+09
3.545000000000000000e+03,6.097218750000000000e+03,5.937500000000000000e-01,1.647274176218750000e+09
3.546000000000000000e+03,6.097812500000000000e+03,5.937500000000000000e-01,1.647274176812500000e+09
3.547000000000000000e+03,6.098406250000000000e+03,5.937500000000000000e-01,1.647274177406250000e+09
3.548000000000000000e+03,6.098984375000000000e+03,5.781250000000000000e-01,1.647274177984375000e+09
