TimeStamp,AccMag
1647182368.1875,78.87331614684399
1647182368.21875,78.87331614684399
1647182368.25,84.40971508067067
1647182368.28125,69.30367955599472
1647182368.3125,68.76772498781678
1647182368.34375,23.108440016582687
1647182368.375,59.43904440685432
1647182368.40625,80.50465825031493
1647182368.4375,75.81556568409947
1647182368.46875,72.97944916207575
1647182368.5,69.80687645210892
1647182368.53125,69.67065379340143
1647182368.5625,58.40376700179535
1647182368.59375,52.61178575186362
1647182368.625,57.51521537819362
1647182368.65625,61.69278726074872
1647182368.6875,62.78534860936905
1647182368.71875,65.56675987114203
1647182368.75,68.27151675479314
1647182368.78125,72.53275122315436
1647182368.8125,77.6530746332687
1647182368.84375,64.74565622495459
1647182368.875,58.42088667591412
1647182368.90625,61.22907805936653
1647182368.9375,67.12674578735364
1647182368.96875,63.72597586541927
1647182369.0,65.7419196555744
1647182369.03125,65.76473218982953
1647182369.0625,47.51841748206689
1647182369.09375,41.12177038990418
1647182369.125,60.73713855624086
1647182369.15625,83.02409288875127
1647182369.1875,80.01874780324921
1647182369.21875,68.60029154456998
1647182369.25,61.69278726074872
1647182369.28125,66.10597552415364
1647182369.3125,63.245553203367585
1647182369.34375,66.01514977639603
1647182369.375,64.1404708432983
1647182369.40625,56.83308895353129
1647182369.4375,57.87918451395112
1647182369.46875,64.66838485689897
1647182369.5,61.07372593840988
1647182369.53125,60.0
1647182369.5625,59.481089431852205
1647182369.59375,58.83026432033091
1647182369.625,54.2125446737192
1647182369.65625,70.66823897621902
1647182369.6875,75.59761901012492
1647182369.71875,65.612498809297
1647182369.75,60.63827174318213
1647182369.78125,60.24948132556827
1647182369.8125,63.03967004989794
1647182369.84375,67.94850991743675
1647182369.875,65.45991139621256
1647182369.90625,64.25729530566937
1647182369.9375,63.92182725798755
1647182369.96875,63.631753079732135
1647182370.0,61.84658438426491
1647182370.03125,61.10646446980875
1647182370.0625,61.237243569579455
1647182370.09375,61.47357155721473
1647182370.125,61.85466837676846
1647182370.15625,62.849025449882674
1647182370.1875,63.608175575157006
1647182370.21875,65.26867548832288
1647182370.25,67.7864293203293
1647182370.28125,68.30812543175226
1647182370.3125,64.29618962271404
1647182370.34375,64.56779382943171
1647182370.375,64.5445582524197
1647182370.40625,66.85805860178712
1647182370.4375,68.21290200541243
1647182370.46875,63.48228099241551
1647182370.5,66.06814663663572
1647182370.53125,62.32976816898969
1647182370.5625,57.0
1647182370.59375,56.31163290120435
1647182370.625,50.51732376126036
1647182370.65625,42.49705872175156
1647182370.6875,46.92547282660026
1647182370.71875,55.46169849544819
1647182370.75,51.11751167652823
1647182370.78125,49.05099387372289
1647182370.8125,53.45091205957107
1647182370.84375,51.66236541235796
1647182370.875,53.34791467339656
1647182370.90625,60.0416522091123
1647182370.9375,64.25729530566937
1647182370.96875,63.182275995725256
1647182371.0,64.13267497929586
1647182371.03125,72.07634840916957
1647182371.0625,68.97825744392213
1647182371.09375,67.38694235532579
1647182371.125,65.97726881282674
1647182371.15625,65.19969325081216
1647182371.1875,60.4648658313239
1647182371.21875,63.35613624582863
1647182371.25,69.92853494818836
1647182371.28125,81.93900170248598
1647182371.3125,76.19055059520177
1647182371.34375,71.28113354878694
1647182371.375,71.27411872482185
1647182371.40625,66.06814663663572
1647182371.4375,72.13875518748573
1647182371.46875,70.08566187174092
1647182371.5,62.161081071680215
1647182371.53125,60.29096117993144
1647182371.5625,66.82065548915246
1647182371.59375,68.65857557508748
1647182371.625,67.7716754994297
1647182371.65625,69.1158447825099
1647182371.6875,72.40856302952021
1647182371.71875,78.67019766086774
1647182371.75,68.38859554048467
1647182371.78125,66.01514977639603
1647182371.8125,72.01388754955533
1647182371.84375,76.47875521999558
1647182371.875,69.15200647848188
1647182371.90625,76.42643521714199
1647182371.9375,74.5385806143369
1647182371.96875,75.34586916347837
1647182372.0,83.19254774317228
1647182372.03125,64.94613152451807
1647182372.0625,65.88626564011653
1647182372.09375,73.68174807915459
1647182372.125,82.80700453464067
1647182372.15625,94.77341399358788
1647182372.1875,82.49848483457136
1647182372.21875,92.660671268883
1647182372.25,94.678403028357
1647182372.28125,99.8548947222919
1647182372.3125,101.14346246792226
1647182372.34375,81.2773031048644
1647182372.375,65.16133823057964
1647182372.40625,77.41446893184762
1647182372.4375,64.35837163881635
1647182372.46875,60.88513775955508
1647182372.5,44.553338819890925
1647182372.53125,25.768197453450252
1647182372.5625,55.839054433254866
1647182372.59375,61.69278726074872
1647182372.625,68.62215385719105
1647182372.65625,97.27281223445738
1647182372.6875,71.449282711585
1647182372.71875,81.49233092751734
1647182372.75,72.47758274114831
1647182372.78125,65.64297372910524
1647182372.8125,58.8387627334226
1647182372.84375,65.45991139621256
1647182372.875,66.85057965343307
1647182372.90625,63.53739056650029
1647182372.9375,62.24146527838174
